Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes,N shape XY
Batch15,,10apr15_31mar15_WSB_m3_sp1_16_rev.tif,18067-24114-12444.tif,1,20,24,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_7_rev.tif,18678-14485-16775.tif,3,20,24,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_5_rev.tif,19951-4065-4823.tif,3,20,24,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_24_rev.tif,21564-30610-26114.tif,3,20,24,no,yes,1,0,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_43_rev.tif,2158-5629-25690.tif,4,20,24,no,yes,1,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_2_rev.tif,22343-9950-916.tif,5,20,24,no,yes,0,0,,
Batch15,,6jun19_27oct18_MOLF_m1_sp1_23.2_rev.tif,23140-18264-11762.tif,3,20,24,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_22.1_rev.tif,24097-20688-21664.tif,1,20,24,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_2_rev.tif,24373-17753-1461.tif,3,20,24,no,yes,0,0,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_24_rev.tif,24962-15439-8664.tif,4,20,24,yes,yes,1,0,,
Batch15,,6jun19_28jun18_SPIC_m2_sp1_23.1_rev.tif,25015-18148-15057.tif,4,20,24,no,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_4.1_rev.tif,27279-19308-11450.tif,3,20,24,no,yes,0,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_7.2_rev.tif,30010-6222-19981.tif,1,20,24,no,yes,0,0,,
Batch15,,18mar15_10mar15_WSB_m1_sp1_27_rev.tif,3868-29303-14114.tif,4,20,24,no,yes,0,3,1 SC broken,
Batch15,,10apr15_31mar15_WSB_m3_sp1_17.1_rev.tif,4092-18098-23040.tif,1,20,24,no,yes,1,0,,y
Batch15,,9mar15_24sep14_WSB_m1_sp1_1_rev.tif,5244-707-22412.tif,2,20,24,no,yes,0,0,,y
Batch15,,26sep18_19may18_SPIC_m2_sp1_17_rev.tif,6014-19820-20821.tif,3,20,24,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_10_rev.tif,6057-15134-22856.tif,3,20,24,no,yes,1,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_5_rev.tif,8778-17823-7747.tif,3,20,24,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_10_rev.tif,9033-9283-14583.tif,4,20,24,no,yes,0,0,,
Batch15,,6jun19_28jun18_SPIC_m2_sp1_27_rev.tif,9720-16495-24501.tif,5,20,24,no,yes,1,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_3_rev.tif,12912-4109-22731.tif,3,20,24,no,yes,0,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_5_rev.tif,11643-13767-23593.tif,3,20,24,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_30.2_rev.tif,1196-1302-21911.tif,2,20,24,no,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_2.1_rev.tif,7879-19207-2146.tif,2,20,24,no,yes,1,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_7.2_rev.tif,11357-31504-5649.tif,2,20,25,no,yes,1,0,,
Batch15,,4jun19_28sep18_MOLF_m1_sp1_17.1_rev.tif,11391-7368-6351.tif,3,20,25,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_8.1_rev.tif,14126-10028-8228.tif,3,20,25,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_1.2_rev.tif,1492-20842-18643.tif,3,20,25,no,yes,1,0,,
Batch15,,4jun19_28sep18_MOLF_m1_sp1_25.2_rev.tif,15003-30743-143.tif,4,20,25,no,yes,1,0,,
Batch15,,4jun19_28sep18_TOM_m1_sp1_3_rev.tif,15103-26549-10566.tif,3,20,25,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_15_rev.tif,15267-17609-6608.tif,2,20,25,no,yes,1,0,,
Batch15,,6jun19_27oct18_MOLF_m1_sp1_23.1_rev.tif,16519-17026-21672.tif,3,20,25,no,yes,1,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_14.2_rev.tif,17302-10157-14866.tif,3,20,25,no,yes,1,0,,
Batch15,,4jun19_28sep18_MOLF_m1_sp1_34_rev.tif,17550-8628-23430.tif,4,20,25,no,yes,0,0,,
Batch15,,4jun19_28sep18_TOM_m1_sp1_27_rev.tif,18676-26032-22868.tif,5,20,25,no,yes,0,0,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_22_rev.tif,19359-17017-18173.tif,4,20,25,yes,yes,0,0,crop right side,
Batch15,,26sep18_19may18_SPIC_m2_sp1_3_rev.tif,22524-9223-16501.tif,3,20,25,no,yes,0,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_23_rev.tif,23950-7228-23919.tif,1,20,25,no,yes,0,0,,
Batch15,,18mar15_10mar15_WSB_m1_sp1_12.1_rev.tif,24569-20956-29599.tif,4,20,25,no,yes,0,1,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_21_rev.tif,24870-15587-15922.tif,3,20,25,yes,yes,0,0,,y
Batch15,,18jul19_1mar19_MOLF_m1_sp1_29.1_rev.tif,27668-31000-26659.tif,2,20,25,no,yes,1,0,,
Batch15,,6jun19_27oct18_MOLF_m1_sp1_5_rev.tif,28454-6866-24293.tif,5,20,25,no,yes,1,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_8.3_rev.tif,30259-4458-28508.tif,3,20,25,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_13_rev.tif,31269-30251-16947.tif,4,20,25,no,yes,1,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_21.2_rev.tif,3768-2902-28727.tif,3,20,25,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_20_rev.tif,4489-15650-9914.tif,2,20,25,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_13_rev.tif,5213-19608-16789.tif,5,20,25,no,yes,1,0,,n
Batch15,,10apr15_31mar15_WSB_m3_sp1_14_rev.tif,5647-27037-13670.tif,1,20,25,no,yes,0,0,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_28_rev.tif,6432-18105-17031.tif,3,20,25,no,yes,1,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_3.1_rev.tif,8259-6723-19832.tif,4,20,25,no,yes,0,0,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_8_rev.tif,9498-1444-5042.tif,4,20,25,no,yes,1,0,,n
Batch15,,6jun19_27oct18_MOLF_m1_sp1_13_rev.tif,5640-26647-24201.tif,4,20,25,no,no,0,0,,
Batch15,,6jun19_27oct18_MOLF_m1_sp1_27_rev.tif,8014-7101-13629.tif,5,20,25,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_21_rev.tif,15067-24817-31677.tif,3,20,26,no,yes,0,0,,
Batch15,,6jun19_28jun18_SPIC_m2_sp1_30.6_rev.tif,17763-8753-14706.tif,3,20,26,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_25.1_rev.tif,1787-12455-17876.tif,1,20,26,no,yes,0,0,,
Batch15,,18mar15_10mar15_WSB_m1_sp1_26_rev.tif,18319-11177-17759.tif,4,20,26,no,yes,0,4,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_12.1_rev.tif,18336-11727-19547.tif,4,20,26,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_18_rev.tif,21887-16549-7860.tif,2,20,26,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_6_rev.tif,22466-26383-2218.tif,3,20,26,no,yes,1,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_4.1_rev.tif,23810-3103-21818.tif,3,20,26,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_12_rev.tif,25288-18841-5274.tif,2,20,26,no,yes,0,0,,
Batch15,,2mar15_30dec14_WSB_m4_sp3_14_rev.tif,26970-16129-27083.tif,4,20,26,yes,yes,1,0,no blue channel,
Batch15,,26sep18_19may18_SPIC_m2_sp1_9_rev.tif,26987-27628-17408.tif,3,20,26,no,no,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_12.1_rev.tif,27447-26730-28761.tif,3,20,26,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_23_rev.tif,29026-22988-24321.tif,1,20,26,no,no,0,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_21_rev.tif,29078-29131-12308.tif,1,20,26,no,yes,0,0,1 SC kinda broken,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_16.1_rev.tif,29313-9612-18374.tif,2,20,26,yes,es,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_30.1_rev.tif,30774-29301-20981.tif,2,20,26,no,yes,1,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_22_rev.tif,31440-24899-23297.tif,2,20,26,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_14_rev.tif,3768-6708-15177.tif,1,20,26,no,yes,0,0,,
Batch15,,4jun19_28sep18_TOM_m1_sp1_31_rev.tif,4669-11716-13815.tif,5,20,26,no,yes,1,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_18_rev.tif,6130-23549-9707.tif,1,20,26,no,yes,0,0,,y
Batch15,,6jun19_28jun18_SPIC_m2_sp1_7_rev.tif,8065-10401-16081.tif,3,20,26,no,yes,1,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_12.2_rev.tif,8486-8038-29532.tif,5,20,26,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_27.1_rev.tif,900-21751-6407.tif,2,20,26,no,yes,1,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_19_rev.tif,28646-25107-16797.tif,3,20,26,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_23.2_rev.tif,7657-11530-28991.tif,1,20,26,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_13.3_rev.tif,10377-4455-23531.tif,1,20,27,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_16_rev.tif,11051-6760-7779.tif,3,20,27,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_22.1_rev.tif,11400-25478-1771.tif,1,20,27,no,yes,1,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_5_rev.tif,13085-20399-509.tif,2,20,27,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_22.2_rev.tif,13964-16747-24062.tif,3,20,27,yes,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_13.1_rev.tif,16043-17130-972.tif,1,20,27,yes,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_16.1_rev.tif,16782-6961-20888.tif,2,20,27,no,yes,0,0,,
Batch15,,2mar15_30dec14_WSB_m4_sp3_22_rev.tif,17304-4822-27756.tif,4,20,27,yes,yes,1,0,crop bottom left 2,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_25_rev.tif,20874-27094-20980.tif,3,20,27,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_27.2_rev.tif,22836-14574-24732.tif,3,20,27,no,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_14.1_rev.tif,24516-29712-14101.tif,1,20,27,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_15.1_rev.tif,24741-7553-11016.tif,2,20,27,no,yes,1,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_20_rev.tif,25644-14516-24835.tif,1,20,27,no,no,0,0,,
Batch15,,18mar15_10mar15_WSB_m1_sp1_24_rev.tif,31606-16789-4968.tif,3,20,27,no,yes,0,5,,y
Batch15,,26sep18_19may18_SPIC_m2_sp1_21_rev.tif,3436-23739-14374.tif,2,20,27,no,yes,0,0,,y
Batch15,,18jul19_31may19_SKIVE_m2_sp1_13.2_rev.tif,6522-19426-9475.tif,2,20,27,no,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_6.1_rev.tif,8283-14905-32670.tif,3,20,27,no,no,1,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_6.1_rev.tif,12514-2571-11207.tif,3,20,28,no,no,0,0,,
Batch15,,4jun19_28sep18_MOLF_m1_sp1_37_rev.tif,14516-20844-17816.tif,4,20,28,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_14.1_rev.tif,14847-10847-20388.tif,1,20,28,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_19_rev.tif,1556-32406-14474.tif,2,20,28,no,yes,0,0,,
Batch15,,4jun19_28sep18_MOLF_m1_sp1_14_rev.tif,19207-17807-11775.tif,5,20,28,no,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_6.2_rev.tif,23589-20316-28294.tif,4,20,28,no,yes,1,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_3_rev.tif,24784-1208-25117.tif,4,20,28,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_23_rev.tif,32053-25663-4705.tif,4,20,28,no,yes,0,0,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_26_rev.tif,4259-8836-23750.tif,3,20,28,yes,yes,0,0,central clump,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_11_rev.tif,5664-7466-22606.tif,4,20,28,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_25_rev.tif,9939-18529-359.tif,1,20,28,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_10.4_rev.tif,10565-23209-4723.tif,4,20,29,no,yes,0,0,,
Batch15,,2mar15_30dec14_WSB_m4_sp3_27_rev.tif,13367-8012-6352.tif,3,20,29,no,yes,0,0,,
Batch15,,6jun19_28jun18_SPIC_m2_sp1_31.1_rev.tif,13473-25195-5240.tif,3,20,29,no,yes,0,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_22.2_rev.tif,15577-336-3315.tif,3,20,29,yes,yes,0,0,crop bottom ,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_15_rev.tif,16348-9052-27427.tif,2,20,29,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_12.3_rev.tif,18759-22610-9787.tif,3,20,29,no,yes,0,0,,
Batch15,,4jun19_28sep18_TOM_m1_sp1_23_rev.tif,19778-6136-12327.tif,4,20,29,no,yes,1,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_18_rev.tif,21018-6928-4459.tif,1,20,29,no,yes,0,0,,
Batch15,,4jun19_28sep18_TOM_m1_sp1_25_rev.tif,21073-29270-7237.tif,4,20,29,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_26_rev.tif,21422-30257-19937.tif,2,20,29,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_14_rev.tif,24134-22316-31167.tif,3,20,29,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_27.1_rev.tif,24277-8929-30007.tif,2,20,29,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_21.2_rev.tif,25037-8540-2857.tif,2,20,29,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_30_rev.tif,27639-23272-7622.tif,2,20,29,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_8_rev.tif,28401-24292-29608.tif,1,20,29,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_27.2_rev.tif,28687-23554-29942.tif,2,20,29,no,yes,0,0,,
Batch15,,10apr15_31mar15_WSB_m3_sp1_12_rev.tif,32432-28546-31228.tif,1,20,29,no,yes,0,0,,
Batch15,,9mar15_24sep14_WSB_m1_sp1_12.1_rev.tif,8606-21490-19710.tif,2,20,29,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_18_rev.tif,26034-21697-7630.tif,2,20,29,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_21.1_rev.tif,15006-26003-17278.tif,1,20,30,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_4.2_rev.tif,20677-2811-388.tif,3,20,30,no,yes,0,0,,
Batch15,,6jun19_28jun18_SPIC_m2_sp1_6.1_rev.tif,23328-28737-22694.tif,4,20,30,no,yes,0,0,,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_4_rev.tif,32262-8111-25971.tif,3,20,30,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_13_rev.tif,785-12746-19228.tif,4,20,30,no,yes,0,0,,
Batch15,,26sep18_19may18_SPIC_m2_sp1_7_rev.tif,14398-9095-3600.tif,3,20,32,no,yes,0,0,,y
Batch15,,2mar15_30dec14_WSB_m4_sp3_24_rev.tif,16960-28505-337.tif,2,20,32,yes,yes,0,0,a few broken SC,
Batch15,,18jul19_31may19_SKIVE_m2_sp1_24_rev.tif,24948-31637-437.tif,1,20,32,no,yes,0,0,,y
Batch15,,18jul19_31may19_SKIVE_m2_sp1_20_rev.tif,972-32305-6998.tif,2,20,32,no,yes,0,0,,
Batch15,,18jul19_1mar19_MOLF_m1_sp1_3_rev.tif,23685-21849-7479.tif,2,20,33,no,yes,0,0,,
Batch15,,9jan19_27oct18_MOLF_m2_sp1_7.2_rev.tif,19783-4767-8927.tif,5,20,16,no,yes,3,1,,
Batch15,,8jan15_30dec14_WSB_m2_sp1_40.2_rev.tif,27387-3565-28138.tif,3,23,20,no,no,1,0,,
